Date,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2005-01-03,0.9510654211044312,0.9784146628783978,0.9406961853446035,0.9734556070998334,691992000.0
2005-01-04,0.9608325362205505,0.9838236115775231,0.9462558222693948,0.9585781197600611,1096810400.0
2005-01-05,0.9692482352256775,0.980518718683233,0.9624857846443883,0.9686465355240477,680433600.0
2005-01-06,0.9699990153312683,0.9754082897810147,0.9516657461129726,0.9718016052312626,705555200.0
2005-01-07,1.0406262874603271,1.0463368152137997,0.9730045100401401,0.9767610692458369,2227450400.0
2005-01-10,1.0362685918807983,1.0624154271435735,1.0200390616447377,1.049341558087215,1725309600.0
2005-01-11,0.9701491594314575,1.0391233035907783,0.9638378352410701,1.0255993097566765,2611627200.0
2005-01-12,0.9836740493774414,0.9902858220069795,0.9512150800276332,0.983523474027839,1919702400.0
2005-01-13,1.0488914251327515,1.1183165788251286,1.0478396048621614,1.1076469982662644,3164716800.0
2005-01-14,1.0549014806747437,1.0777427810614975,1.0397246738733996,1.0556529527563152,1770742400.0
2005-01-18,1.0616639852523804,1.0624154573752724,1.0180851227077428,1.0496420363527172,1006460000.0
2005-01-19,1.0500930547714233,1.0738356011951582,1.0481398893517353,1.0592596904445022,751895200.0
2005-01-20,1.0588085651397705,1.0709810881213286,1.04393220741215,1.0466368446914356,914922400.0
2005-01-21,1.0592595338821411,1.075939283214296,1.051896291939889,1.0715819293041646,911332800.0
2005-01-24,1.0633169412612915,1.0786451301867666,1.060161279282544,1.066623278901802,841629600.0
2005-01-25,1.0827018022537231,1.0945730745168676,1.066022051789246,1.0724832468738732,969231200.0
2005-01-26,1.085707426071167,1.093220439448728,1.0702293725808454,1.0918681712750733,739496800.0
2005-01-27,1.091568112373352,1.0957756942903565,1.0751888084351304,1.0843546418799195,496227200.0
2005-01-28,1.1117042303085327,1.1117042303085327,1.0885624742816193,1.0912679150662747,801612000.0
2005-01-31,1.155583381652832,1.1704605463502515,1.119669106348666,1.120721027084847,1681097600.0
2005-02-01,1.1650502681732178,1.1686569532535813,1.150774705066908,1.15783760022915,678395200.0
2005-02-02,1.1966071128845215,1.2008146945468956,1.1674543893273712,1.171361522593617,1020062400.0
2005-02-03,1.1692578792572021,1.1936021263862913,1.1620452111331576,1.188643072212464,731651200.0
2005-02-04,1.1847357749938965,1.1860881439250948,1.1650502349861274,1.1701598642058126,563556000.0
2005-02-07,1.1862387657165527,1.1923995126494513,1.1645999609494695,1.1860880900958664,524456800.0
2005-02-08,1.2156919240951538,1.222904592023786,1.1839843340654954,1.188192016280805,890019200.0
2005-02-09,1.1832331418991089,1.2320715194923901,1.1736162824909644,1.217795953038773,1191456000.0
2005-02-10,1.1775234937667847,1.1913479357938428,1.1519775484260468,1.182932770172966,1093019200.0
2005-02-11,1.2203501462936401,1.2286147321794076,1.186238478094376,1.200062912782072,1201054400.0
2005-02-14,1.2717429399490356,1.2741471293084299,1.2329733551161974,1.2431911097352868,1271463200.0
2005-02-15,1.328545331954956,1.338613213333905,1.2923298100652068,1.3022479186549372,2312217600.0
2005-02-16,1.3543915748596191,1.3554433950370663,1.3126161063412225,1.3246380548453016,1639243200.0
2005-02-17,1.3195291757583618,1.3656620003793163,1.3141190981023878,1.3622058906926184,1518473600.0
2005-02-18,1.3045023679733276,1.3202807762231539,1.2960872035311972,1.3184774837069801,1163254400.0
2005-02-22,1.2816609144210815,1.3268924932549506,1.2816609144210815,1.2968377218104936,1219293600.0
2005-02-23,1.325840950012207,1.329146384946525,1.2855684135593464,1.3031494150590104,1345181600.0
2005-02-24,1.3363596200942993,1.3420693441240517,1.3183267954221582,1.3295972732234944,1519028000.0
2005-02-25,1.3372606039047241,1.3510858426589016,1.325238657161961,1.34672768633136,915510400.0
2005-02-28,1.3482314348220825,1.3566466019302121,1.321182540093516,1.3428212546095495,651610400.0
2005-03-01,1.3374115228652954,1.355743993192477,1.3271929658247161,1.3521381104595551,468188000.0
2005-03-02,1.3259903192520142,1.3491320684663488,1.324788625988681,1.3298974525035623,458161200.0
2005-03-03,1.2559640407562256,1.3347056818664291,1.2388333692885105,1.3335039888273479,1411653600.0
2005-03-04,1.2866199016571045,1.2926299728482515,1.2577676275266747,1.2851169575135288,756618800.0
2005-03-07,1.284816861152649,1.2998438991058863,1.2727950100933552,1.286319003174544,450632000.0
2005-03-08,1.2180958986282349,1.2670840288135605,1.2051727067968192,1.2592704654359512,1021451200.0
2005-03-09,1.1826322078704834,1.210582340246098,1.1670043742620966,1.1913478211306192,1322465200.0
2005-03-10,1.1970583200454712,1.2099815154093014,1.1751190631828548,1.188042258546685,777109200.0
2005-03-11,1.210281491279602,1.2198992492379337,1.1961567071248886,1.2084781992811566,632830800.0
2005-03-14,1.211784839630127,1.225910530179145,1.1877418431343012,1.2177957141499203,605385200.0
2005-03-15,1.2310192584991455,1.236429336051501,1.2096809014407073,1.2214024017486063,508608800.0
2005-03-16,1.2376312017440796,1.2715923087278067,1.2256101542105104,1.2385333496062303,697813200.0
2005-03-17,1.2697901725769043,1.2887243484411457,1.2418391301453473,1.2481505555389953,801920000.0
2005-03-18,1.2911279201507568,1.3055540570885535,1.27730257966179,1.3022477204452088,940150400.0
2005-03-21,1.313367486000061,1.321482200352513,1.288121997818318,1.3010451902839852,541128000.0
2005-03-22,1.28722083568573,1.3211819371507574,1.2827128056577703,1.313668018748643,551415200.0
2005-03-23,1.2788057327270508,1.3043516741330687,1.2628766490564134,1.275799843975338,609823200.0
2005-03-24,1.2773025035858154,1.2923295363940897,1.2773025035858154,1.2896248992105608,352704800.0
2005-03-28,1.2782047986984253,1.291127992227352,1.276401406084708,1.2848165695043157,275410800.0
2005-03-29,1.2547619342803955,1.2872209985142242,1.2472489177778454,1.279106182297431,461356000.0
2005-03-30,1.2863187789916992,1.2863187789916992,1.256865705470495,1.264379624404304,394959600.0
2005-03-31,1.252357840538025,1.2779037839171519,1.2499536509976537,1.275799942515138,636134800.0
2005-04-01,1.2289156913757324,1.2676860833366306,1.2192988324817884,1.2649806426908186,641284000.0
2005-04-04,1.2349263429641724,1.2415382138591502,1.2069762161717614,1.231921357489145,580014400.0
2005-04-05,1.2589695453643799,1.2694885511796064,1.2349265477605622,1.2388337819009925,556239600.0
2005-04-06,1.2721936702728271,1.286619806268504,1.2667835934036642,1.2742975110312191,414825600.0
2005-04-07,1.3091602325439453,1.3148707594284412,1.2697898488528407,1.2721940383533032,506987600.0
2005-04-08,1.3145701885223389,1.3359085470721774,1.3085592137477333,1.3133676926174123,649950000.0
2005-04-11,1.2598716020584106,1.3298975510469062,1.2595711536411498,1.326892565290963,821662800.0
2005-04-12,1.282111644744873,1.2980407331039654,1.2625766725591216,1.2770028160999913,981061200.0
2005-04-13,1.233424186706543,1.2920300179808881,1.2138892105652592,1.290828323973214,1371946800.0
2005-04-14,1.1198183298110962,1.1889431112734459,1.1071955881192612,1.1664021643321847,2753192400.0
2005-04-15,1.0624154806137085,1.1195182343861831,1.0603116395102496,1.1005841660383802,1728087200.0
2005-04-18,1.0705301761627197,1.0909672887274868,1.0218424867554565,1.0518964562556241,1327177600.0
2005-04-19,1.1147098541259766,1.125228758675706,1.0780432101912176,1.0999832673763574,1081642800.0
2005-04-20,1.0672237873077393,1.1342447449530553,1.0651200466622912,1.1318405559153935,945131600.0
2005-04-21,1.1174143552780151,1.118316402620211,1.0789452262029215,1.0939721592127334,759592400.0
2005-04-22,1.0669236183166504,1.112005434870033,1.0488915939120909,1.1071961526853498,839129200.0
2005-04-25,1.1114037036895752,1.1126061997556405,1.0852569630829674,1.0966771144683805,746460400.0
2005-04-26,1.087660551071167,1.1273321654230621,1.085556710781816,1.1053921166912577,810507600.0
2005-04-27,1.0804483890533447,1.0927698847478655,1.0672239429839327,1.0786449962203908,613888800.0
2005-04-28,1.0681263208389282,1.0921693233834389,1.0591094550491131,1.0906663786628767,575106000.0
2005-04-29,1.0837537050247192,1.0888633337396332,1.0585081164752634,1.0864583423032663,671630400.0
2005-05-02,1.0948736667633057,1.101486240548501,1.0825521717356128,1.088261795194784,465920000.0
2005-05-03,1.088261604309082,1.1041906845468004,1.082852329901833,1.0939721296166123,496739600.0
2005-05-04,1.1165130138397217,1.1180150549524643,1.0849561061419442,1.0852565544911503,448176400.0
2005-05-05,1.1023874282836914,1.1201191005972817,1.0960761057791386,1.1195182037889042,387366000.0
2005-05-06,1.1192176342010498,1.1219222712034593,1.105693546339219,1.1086986316863565,326247600.0
2005-05-09,1.111102819442749,1.125528954543561,1.1044910498478824,1.1204201288876146,355695200.0
2005-05-10,1.0945732593536377,1.1195183038300969,1.0918686215742743,1.1044913680280226,440263600.0
2005-05-11,1.0702301263809204,1.072033519710296,0.995094422269981,1.057907824761044,2041981200.0
2005-05-12,1.025749921798706,1.0696282383418414,1.0218426873096627,1.0645194106229394,970242000.0
2005-05-13,1.044984221458435,1.0588086600021516,1.0239463127071615,1.0278534460550128,702713200.0
2005-05-16,1.0684269666671753,1.0729349995511595,1.0377713800155455,1.0386734279859222,474294800.0
2005-05-17,1.062715768814087,1.0657216572019894,1.0380711756863588,1.0561039980972844,588344400.0
2005-05-18,1.0771422386169434,1.1288358305147594,1.0515962924229403,1.0654207349117513,636722800.0
2005-05-19,1.1285344362258911,1.132441570192715,1.0753387089572373,1.0753387089572373,793161600.0
2005-05-20,1.1285344362258911,1.13154032515939,1.1177150818921664,1.119518374492239,452650800.0
2005-05-23,1.1949546337127686,1.1991622165656883,1.1375514183944146,1.1375514183944146,1042574400.0
